z,F_mean,F_std,F_count,CI_lower,CI_upper
19.76,41.608531049231146,3.071992773863455,4,36.72030502271029,46.496757075752
20.01,39.17146870711333,2.491616643428327,8,37.08842506452645,41.25451234970021
20.26,37.527382871806765,1.7571623759596835,8,36.058358362803894,38.996407380809636
20.51,38.30765722563192,2.4591293209465257,8,36.25177366432756,40.363540786936284
20.76,36.08398496560943,3.2924470727523487,8,33.33143032942997,38.83653960178889
21.01,37.23132024380393,3.005455749800592,8,34.71869635793832,39.743944129669536
21.26,36.57996083212283,2.990807020952529,8,34.07958359004949,39.08033807419617
21.51,37.03196118959437,2.746546152779835,8,34.73579114364883,39.32813123553991
21.76,37.012099121287875,2.7335963217610693,8,34.7267554050056,39.29744283757015
22.01,36.60125592579473,3.1309420752294947,8,33.98372284649213,39.218789005097335
22.26,34.85400521824782,3.0385789044396714,8,32.31368968211357,37.39432075438207
22.51,35.25365879917151,3.05327149572201,8,32.70105994933227,37.80625764901075
22.76,35.11856421788018,2.5585683535482633,8,32.979547544894146,37.25758089086621
23.01,35.33824936516328,2.815803953414163,8,32.98417834890139,37.69232038142517
23.26,34.425664255852304,2.6349203863250144,8,32.22281568605595,36.628512825648656
23.51,35.07760260781278,2.937516488537059,8,32.621777365763556,37.533427849862
23.76,33.781836212566624,2.877344619183189,8,31.376315912190805,36.18735651294244
24.01,34.14862351624379,1.5559287510621098,8,32.847834527790674,35.4494125046969
24.26,32.25805094586997,2.1438451231489424,8,30.465751570183627,34.05035032155631
24.51,32.35504179057408,2.5685130361529924,8,30.207711154871525,34.50237242627663
24.76,34.47009222574739,3.06422553857044,8,31.908335566910434,37.03184888458435
25.01,33.1091982196415,2.2983661512033895,8,31.187716031669908,35.03068040761309
25.26,32.93477993976847,2.382440993746282,8,30.943009424448295,34.92655045508864
25.51,34.16259168636476,3.147108026458838,8,31.531543533616382,36.79363983911314
25.76,32.90937653735686,3.205994570886463,8,30.22909800146451,35.58965507324921
26.01,32.32894009088633,3.7100259754342013,8,29.227280755633657,35.430599426139
26.26,32.15795125986293,2.404431041171107,8,30.14779660482797,34.16810591489788
26.51,32.54608174375788,2.682513364294606,8,30.303444448656286,34.788719038859476
26.76,31.845127395893666,2.650574094144762,8,29.629191998858925,34.06106279292841
27.01,31.315754921288715,3.0298786615700224,8,28.78271297021675,33.84879687236068
27.26,31.41468637022515,1.8841957920522219,8,29.83945926762283,32.989913472827475
27.51,31.603463381954267,2.5450579688267725,8,29.475741673254667,33.73118509065387
27.76,30.956806503845623,3.0435472828834533,8,28.412337299385793,33.50127570830545
28.01,30.604877762029766,2.453960244840425,8,28.553315656495602,32.65643986756393
28.26,30.451253274238006,3.0168554753397765,8,27.929098979320806,32.973407569155206
28.51,30.90225722292883,2.5251541374930655,8,28.7911755336448,33.01333891221286
28.76,30.289562925541922,2.348606785914785,8,28.32607851583565,32.2530473352482
29.01,30.530782938067766,3.202826736942185,8,27.85315277762908,33.208413098506455
29.26,29.663152198012725,2.7106096898491887,8,27.39702578692658,31.92927860909887
29.51,30.386575481732976,2.196996363144933,8,28.549840557399424,32.223310406066524
29.76,29.694995562722717,2.8165703335092362,8,27.34028383666742,32.04970728877801
30.01,29.351417993289648,2.3433495052415734,8,27.39232878021706,31.310507206362235
30.26,28.805948586123325,2.9172316552374875,8,26.367081889104313,31.244815283142337
30.51,30.077142777912293,2.7716425288111917,8,27.759991636547458,32.39429391927713
30.76,28.542690386293096,2.6645894269529453,8,26.31503787780711,30.77034289477908
31.01,29.82049591942592,2.33506390207849,8,27.86833364394599,31.772658194905848
31.26,29.868334274920922,3.3550433786583342,8,27.06344781738732,32.673220732454524
31.51,28.74474631290469,3.3852671892599338,8,25.91459211737678,31.574900508432602
31.76,28.894309714377975,2.311891690311288,8,26.96151989273586,30.82709953602009
32.01,27.80464451468683,1.746663924279304,8,26.34439693093348,29.264892098440182
32.26,27.10489950935462,2.5310625017822144,8,24.98887830391225,29.22092071479699
32.51,27.666509274693347,2.1969960086154074,8,25.829774646753897,29.503243902632796
32.76,27.175922107068935,2.2910774339338427,8,25.26053343922653,29.09131077491134
