z,F_mean,F_std,F_count,CI_lower,CI_upper
9.75,1.0797360581675957,0.21728148184213203,4,0.7339927336200043,1.425479382715187
10.0,0.751695125199585,0.38353863058772514,8,0.4310488057750377,1.0723414446241324
10.25,1.0168423589195714,0.28584608862151917,8,0.7778690484659608,1.255815669373182
10.5,0.6941866248847247,0.34679952754521265,8,0.40425496424562757,0.9841182855238219
10.75,0.8007556517464798,0.5045861186165201,8,0.3789110998191378,1.2226002036738217
11.0,0.8822904993138052,0.44462892468488835,8,0.5105714159155174,1.2540095827120932
11.25,0.9964834205033158,0.4251902493535544,8,0.6410154763707905,1.3519513646358412
11.5,0.9500309947842034,0.22564067263888804,8,0.7613906716874923,1.1386713178809145
11.75,1.1950222197577929,0.39434153437535785,8,0.8653444467524318,1.524699992763154
12.0,0.8855069513679081,0.4889436505950206,8,0.4767398299724635,1.2942740727633528
12.25,0.930287757879599,0.4011008517327304,8,0.5949590541475396,1.2656164616116585
12.5,1.0028886423173256,0.35905141088931425,8,0.7027141508731929,1.3030631337614582
12.75,0.7791490856474677,0.6202293378718577,8,0.26062438297805146,1.2976737883168838
13.0,0.7017050745913253,0.5207524075559197,8,0.2663451668855343,1.1370649822971162
13.25,0.6068359000500676,0.3543217014745127,8,0.31061554462993807,0.9030562554701971
13.5,0.6636540616162417,0.30714030721352464,8,0.4068783389099582,0.9204297843225253
13.75,1.0222048846994307,0.439546811293909,8,0.6547345544220962,1.3896752149767653
14.0,0.7138226300066063,0.5611258738725192,8,0.24470965978142561,1.182935600231787
14.25,1.2357083049626638,0.44733420662861884,8,0.8617275492605102,1.6096890606648175
14.5,0.7947292813849038,0.22289552147197444,8,0.6083839620967686,0.9810746006730391
14.75,0.5562734864263696,0.4722828391567645,8,0.1614351519646347,0.9511118208881046
15.0,0.7624750704399572,0.32035659058596966,8,0.49465025832812276,1.0302998825517917
15.25,0.5281827685925224,0.4634173771430937,8,0.1407561458541297,0.9156093913309151
15.5,0.6644855710025592,0.30242779996454694,8,0.4116496029497527,0.9173215390553657
15.75,0.7667933640792054,0.31917354601853415,8,0.49995760197696737,1.0336291261814434
16.0,0.795640185124852,0.32949386062475877,8,0.5201764240940095,1.0711039461556946
16.25,0.7158169843411875,0.5059340519267282,8,0.29284553196554985,1.138788436716825
16.5,0.874181028139219,0.3041424212694094,8,0.6199116008028756,1.1284504554755626
16.75,0.6699668987830519,0.23788739194011838,8,0.47108806212918586,0.868845735436918
17.0,0.6580133385534563,0.20890718893545093,8,0.4833625579245684,0.8326641191823443
17.25,0.5159258542492204,0.4023891971825276,8,0.17952006676684412,0.8523316417315967
17.5,0.5629253515001031,0.5156967979198865,8,0.13179203922162863,0.9940586637785777
17.75,0.4637843536035986,0.3683078455124371,8,0.15587128915483756,0.7716974180523597
18.0,0.5830584869376543,0.31147489432008946,8,0.32265895872365613,0.8434580151516524
18.25,0.64912214238988,0.34188502967308426,8,0.3632991047911869,0.9349451799885731
18.5,0.8713891910806668,0.3146577612834055,8,0.6083287194945725,1.134449662666761
18.75,0.8169810008260695,0.3157175724259519,8,0.5530345049518302,1.0809274967003089
19.0,0.8497633650739485,0.37488343096819415,8,0.5363529736122106,1.1631737565356863
19.25,0.5966486527611709,0.41492769436662247,8,0.24976041930709597,0.9435368862152458
19.5,0.5634267535554077,0.5362609822167258,8,0.11510135296852636,1.0117521541422891
19.75,0.6007611799629742,0.4561327706239378,8,0.219424640680436,0.9820977192455124
20.0,0.47728518681883525,0.5929468434741212,8,-0.018430779739827763,0.9730011533774983
20.25,0.48646976458937374,0.47834177545583306,8,0.08656603261879575,0.8863734965599517
20.5,0.8016048821051607,0.2379016648357696,8,0.6027141130119179,1.0004956511984036
20.75,0.5371616035170974,0.42751788895808684,8,0.17974770397716905,0.8945755030570257
21.0,0.5177000844376995,0.428245928519111,8,0.1596775285929809,0.8757226402824182
21.25,0.6736068229629413,0.47915308538202656,8,0.27302481892013963,1.074188827005743
21.5,0.5816535553440022,0.2824326785687415,8,0.34553392710861497,0.8177731835793894
21.75,0.5901495716513047,0.3934364505917495,8,0.26122846762486784,0.9190706756777415
22.0,0.48727988083207535,0.4500916013923503,8,0.11099388541825,0.8635658762459006
22.25,0.7968663438427991,0.40829053652305203,8,0.45552691320610783,1.1382057744794905
22.5,0.7902003815814662,0.3199115579099737,8,0.5227476260975732,1.0576531370653592
22.75,0.7081241970776113,0.28749432116074586,8,0.46777292973749635,0.9484754644177262
23.0,0.5381681832220473,0.5961112889960491,8,0.03980667400169513,1.0365296924423995
23.25,0.6279711069085548,0.3402111288431822,8,0.3435474854243932,0.9123947283927165
23.5,0.9526487801693491,0.43683020956741714,8,0.5874495857710971,1.317847974567601
23.75,0.49760629871070694,0.32181802736244686,8,0.22855969487809846,0.7666529025433154
24.0,0.5449751925668206,0.2928559431118834,8,0.30014149710168553,0.7898088880319556
24.25,0.5109767783074519,0.48502770422222136,8,0.1054834700076474,0.9164700866072564
24.5,0.534877380694993,0.3986681854561429,8,0.20158243686550376,0.8681723245244823
24.75,0.6874895623059244,0.2946733388647019,8,0.44113648596855215,0.9338426386432966
25.0,0.8461611088059253,0.2952684206740491,8,0.5993105316258575,1.093011685985993
25.25,0.8030226013638551,0.28596933792025303,8,0.5639462519179268,1.0420989508097833
25.5,0.6188477805174154,0.37329198446271233,8,0.30676787162991476,0.9309276894049161
25.75,0.8615018929658785,0.4114919342685427,8,0.5174860268354988,1.2055177590962582
26.0,0.5202048080843938,0.24712529932577676,8,0.31360288758403965,0.726806728584748
26.25,0.712439239913513,0.43693018646702453,8,0.34715646273550954,1.0777220170915165
26.5,0.46443126490782954,0.38229108307992704,8,0.14482792130052846,0.7840346085151306
26.75,0.6805802355774264,0.47816138056756713,8,0.2808273175075938,1.080333153647259
27.0,0.6877536193500734,0.46658631663938543,8,0.29767769689340207,1.0778295418067447
27.25,0.5385104163517169,0.3439430720506183,8,0.2509668122678048,0.826054020435629
27.5,0.5256871296841104,0.32285037712938414,8,0.2557774598479028,0.7955967995203179
27.75,0.4864205942314271,0.3634194543227051,8,0.18259432709039236,0.7902468613724618
28.0,0.6475757573610554,0.23070484347446021,8,0.45470168149509893,0.8404498332270119
28.25,0.5636481187557615,0.4836855902527495,8,0.15927684581364693,0.9680193916978761
28.5,0.7214709611141523,0.3759063447617843,8,0.4072053923199494,1.0357365299083552
28.75,0.3670441683648437,0.463402262640049,8,-0.020369818332783618,0.754458155062471
29.0,0.6390637365204827,0.4317260762162707,8,0.278131704390577,0.9999957686503883
29.25,0.6771612339676064,0.2957096237516456,8,0.42994180178398045,0.9243806661512324
29.5,0.7031829060117233,0.3323853907341757,8,0.42530176531388597,0.9810640467095606
29.75,0.503318619211533,0.3132968503551903,8,0.24139589763390107,0.765241340789165
30.0,0.8256918393296506,0.27773859457909794,8,0.5934965635174925,1.0578871151418088
30.25,0.5995970860350409,0.24259800183448085,8,0.3967800809558518,0.80241409111423
