z,F_mean,F_std,F_count,CI_lower,CI_upper
19.75,0.771693219777132,0.349543254893617,4,0.21549189974051863,1.3278945398137454
20.0,0.38157467117897925,0.5601953454002917,8,-0.0867603577752471,0.8499097001332057
20.25,0.3824619809221503,0.29927205597240103,8,0.13226428087008502,0.6326596809742155
20.5,0.3838553296327655,0.5272651252978462,8,-0.0569493463619451,0.824660005627476
20.75,0.3850179721547237,0.4153169099956692,8,0.03780434629174051,0.732231598017707
21.0,0.6630668234780297,0.3790087065009961,8,0.3462076153633822,0.9799260315926772
21.25,0.6465059604757573,0.3875045113491451,8,0.3225440817619741,0.9704678391895405
21.5,0.6588671168101368,0.344723426644347,8,0.3706711199595776,0.947063113660696
21.75,0.5989140939224006,0.2692517905901744,8,0.37381396380275295,0.8240142240420483
22.0,0.8313320816836394,0.3400589694857284,8,0.5470356686057308,1.1156284947615478
22.25,0.663137023123841,0.6267342402709248,8,0.1391740859556455,1.1870999602920365
22.5,0.5403672003626319,0.4002431052606128,8,0.20575559062671683,0.8749788100985469
22.75,0.3930932321085686,0.36572710444239803,8,0.0873377211876693,0.6988487430294679
23.0,0.7944828877626277,0.5780701281515376,8,0.31120416645877386,1.2777616090664814
23.25,0.5889319991672038,0.17667892689721254,8,0.44122471987004785,0.7366392784643598
23.5,0.5536192140849485,0.5829750399524536,8,0.06623988389678048,1.0409985442731164
23.75,0.6942936293089593,0.4044825957221064,8,0.356137716850186,1.0324495417677326
24.0,0.8379371119710873,0.47517407552236895,8,0.4406816434183304,1.2351925805238442
24.25,0.8621224362754394,0.648392827807873,8,0.3200524667934067,1.4041924057574722
24.5,0.49354945670384087,0.3336023032030105,8,0.21465095172226567,0.7724479616854161
24.75,0.6248273464868598,0.5205262835910648,8,0.18965648314656935,1.05999820982715
25.0,0.6490377587558663,0.5178084428823295,8,0.21613906710973552,1.0819364504019973
25.25,0.7134572044524281,0.552013062756689,8,0.25196273497494126,1.174951673929915
25.5,0.9437711369800748,0.5909425584732222,8,0.449730794615072,1.4378114793450776
25.75,0.8710070014638336,0.5108500945092534,8,0.4439256346375824,1.2980883682900848
26.0,0.7785255218195152,0.3588159031143202,8,0.478547919802484,1.0785031238365463
26.25,0.9012800605408482,0.2892493133824405,8,0.6594615829860991,1.1430985380955974
26.5,0.7256995352819827,0.3631264414474989,8,0.42211823303492735,1.029280837529038
26.75,0.6684121357384596,0.37491350056317996,8,0.3549766054662086,0.9818476660107106
27.0,1.0083203239853236,0.341421002674988,8,0.72288522266524,1.293755425305407
27.25,1.049478575620312,0.352267427965993,8,0.7549756358320546,1.3439815154085695
27.5,0.969275726950307,0.30748388642219554,8,0.7122127648373375,1.2263386890632764
27.75,1.075469174412036,0.2861846177604633,8,0.8362128465156868,1.314725502308385
28.0,0.825976500246516,0.4459719455776985,8,0.4531346232836531,1.198818377209379
28.25,0.5388060170446152,0.5957621260331661,8,0.04073641536629141,1.0368756187229389
28.5,0.7074142449940302,0.2994426927419257,8,0.45707388903264295,0.9577546009554174
28.75,0.8624650626060336,0.49150193228879757,8,0.4515591641911691,1.273370961020898
29.0,0.8345611895289211,0.436188955932424,8,0.46989809658559445,1.1992242824722479
29.25,0.5927198171770302,0.2680388554588095,8,0.3686337262037832,0.8168059081502771
